product_name,product_id,description
Men's adidas Sport Inspired Cloudfoam Racer TR Shoes,EE8128,"Inspired by outdoor trail runners. These guys' modern shoes are made for urban adventures, with a mesh build and rubber outsole inserts. cloudfoam cushioning adds long-lasting comfort."
Men's adidas Running Duramo 9 Shoes,EE7928,"These men's versatile running shoes are ideal for the treadmill or the trail. They feature a mesh upper for breathability and a seamless print overlay for additional support. Pillow-soft Cloudfoam cushions every stride, while the durable outsole holds up to everyday wear."
Men's adidas Nova Run Shoes,EE9266,The finish line isn't as important as feeling you achieved your personal best. These running shoes combine ultra-soft cushioning with a foot-hugging design to help you reach your goals. Support from the forefoot to the heel offers stability for a controlled stride. The engineered mesh upper provides breathability and flashes signature 3-Stripes.
Men's adidas Bentton II Sandals,CL9915,"Premium sandal with connecting side straps for comfort and style with classic detailing Features stylish webbing straps, Diecut EVA midsole for stable cushioning and urable rubber outsole, water grip for wet and dry traction."
Men's adidas Sport Inspired Runigma Shoes,CL7533,These men's running-inspired shoes keep you comfortable all day long. They feature a textile upper and a supportive cage that wraps around the midfoot to give you stability where you need it most.
Men's adidas Outdoor Geocach 19 Shoes,CM0012,"These hiking shoes have a sturdy synthetic upper and lightweight cushioning. The grippy, high-traction outsole provides a secure base for tackling tough trails."
Men's adidas Outdoor Andorian Shoes,CM0032,"The adidas Andorian shoes for men are crafted with a strong, grippy outsole inspired by mountain bike tires, and a super durable Mesh and Synthetic upper. They come with Lightweight EVA midsole for stability and cushioning while the abrasion resistant rubber outsole provides aggressive traction for rough terrain."
Men's adidas Sport Inspired Questar Flow Shoes,EE8200,Light on your feet. Ready for the streets. These running-inspired shoes give the textured knit upper a modern edge with floating 3-Stripes integrated into the lacing system. Ultra-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.
Men's adidas Running Furio Lite 1.0 Shoes,CL7332,The lightweight adidas Furio Lite 1.0 Running shoes for men crafted with Knit Mesh upper. The lightstrike IMEVA midsole with full Rubber outsole provides durability.
Men's adidas Running Questar Ride Shoes,F37008,"Inspired by modern tech runners, these men's shoes step out with unexpected style. A two-tone mesh upper keeps the feel flexible and mixes with a sculpted Cloudfoam midsole and contrast heel counter."
Men's adidas Sport Inspired Run 60s Shoes,EE9728,Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic nylon and suede-like upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride.
Men's adidas Sport Inspired Duramo Lite 2.0 Shoes,B75581,"Refine your interval training in these men's versatile running-inspired shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure."
Men's adidas Running Argecy Shoes,F34851,"Sporty style with running DNA. These men's shoes feature a two-layer mesh upper that is durable and breathable. Cloudfoam cushioning offers comfort with every stride, while a handy heel pull helps you get them on in a hurry."
Men's adidas Sport Inspired Archivo Shoes,EF0434,Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style.
Men's adidas Outdoor Naha Shoes,CM0008,"Get maximum support, comfort and a refreshed look with these adidas Naha shoes for men comes wit a classic style. Mesh and synthetic upper with EVA midsole for maximum impact cushioning. Its Super High Traction Rubber for optimal grip in wet conditions."
Men's adidas Sport Inspired Fassar Shoes,CL7487,"These men's running-inspired shoes feature a Mesh upper for maximum ventilation, lightstrike IMEVA midsole and durable Rubber outsole for long-lasting wear."
Men's adidas Sport Inspired Questar Flow Shoes,EE8212,Light on your feet. Ready for the streets. These running-inspired shoes give the textured knit upper a modern edge with floating 3-Stripes integrated into the lacing system. Ultra-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.
Men's adidas Running Raddis 1.0 shoes,CL7465,The premium looking adidas Raddis 1.0 Running shoes for men. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. IMEVA midsole and full Rubber outsole provides durability.
Men's adidas Sport Inspired Run 70s Shoes,EE9758,"In the 1970s, millions of people began running for fun and started a movement. These shoes give glimpses of iconic styles from that time while delivering a fresh look for today's streets. The leather upper has soft suede overlays and rides above a lightweight, classic die-cut midsole and a grippy outsole."
Men's adidas Running Furio Lite 1.0 Shoes,CL7334,The lightweight adidas Furio Lite 1.0 Running shoes for men crafted with Knit Mesh upper. The lightstrike IMEVA midsole with full Rubber outsole provides durability.
Men's adidas Sport Inspired Run 60s Shoes,EE9735,Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic synthetic leather upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride.
Men's adidas Outdoor Hoist Light Sandals,CL9925,Stylish and sleek adidas Hoist sandals for men. Adjustable straps enable optimal fit while the synthetic leather upper with embossing details for structure and style. The soft EVA footbed provide enhanced comfort. Durable and rugged rubber outsole with wet and dry traction pattern keeps you in control.
Men's adidas Sport Inspired Run 70s Shoes,F34820,"These running-inspired shoes are designed with a knit upper and a textile lining for flexible, all-day comfort. 3-Stripes and a rubber outsole give the shoes a stylish sign-off."
Men's adidas Outdoor Tell Path 19 Shoes,CM0023,"The adidas Tell Path 19 shoes for men are crafted with a strong, grippy outsole inspired by mountain bike tires, and a super durable Mesh and Synthetic upper. Light strike EVA midsole with durable rubber outsole offers superior grip and traction in all directions."
Men's adidas Sport Inspired Run90s Shoes,EF0584,These shoes pack '90s attitude into a runner silhouette. The sleek shape boasts a smooth leather upper with tech-inspired neoprene details for an extra vintage feel. Pillow-soft cushioning brings unparalleled comfort to your every step.
Men's adidas Running Dracon Shoes,CL7307,Great everyday trainer for modern runner to go that extra mile. They have a mesh upper accented by contrast 3-Stripes. The EVA midsole and Rubber outsole provide comfort and support to their every step.
Men's Running Duramo 9 Shoes,BB7066,"These men's versatile running shoes are ideal for the treadmill or the trail. They feature a durable two-layer mesh upper for breathability and a seamless print overlay for additional support. Pillow-soft Cloudfoam cushions every stride, while the durable outsole provides long-lasting wear."
Men's adidas Outdoor Andorian Shoes,CM0033,"The adidas Andorian shoes for men are crafted with a strong, grippy outsole inspired by mountain bike tires, and a super durable Mesh and Synthetic upper. They come with Lightweight EVA midsole for stability and cushioning while the abrasion resistant rubber outsole provides aggressive traction for rough terrain."
,CL7443,
